eligibility_rule_id,cycle_id,external_applicants_status,citizenship_rule_text,citizenship_us_citizen,citizenship_permanent_resident,citizenship_international,eligible_years_text,first_year_eligible,sophomore_eligible,junior_eligible,senior_eligible,graduating_senior_eligible,min_gpa,enrolled_required,graduation_rule_text,institution_type_rule_text,two_year_institution_eligible,four_year_institution_eligible,degree_seeking_required,prior_research_status,raw_eligibility_text,other_rule_text,parse_status
464,464,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
465,465,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
466,466,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
467,467,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
468,468,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
469,469,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
470,470,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
471,471,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
472,472,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
473,473,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
474,474,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
475,475,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
476,476,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
477,477,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
478,478,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
479,479,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
480,480,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
481,481,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
482,482,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
483,483,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
484,484,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
485,485,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
486,486,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
487,487,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
488,488,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
489,489,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
490,490,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
491,491,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
492,492,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
493,493,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
494,494,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
495,495,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
496,496,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
497,497,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
498,498,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
499,499,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
500,500,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
501,501,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
502,502,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
503,503,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
504,504,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
505,505,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
506,506,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
507,507,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
508,508,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
509,509,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
510,510,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
511,511,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
512,512,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
513,513,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
514,514,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
515,515,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
516,516,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
517,517,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
518,518,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
519,519,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
520,520,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
521,521,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
522,522,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
523,523,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
524,524,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
525,525,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
526,526,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
527,527,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
528,528,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
529,529,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
530,530,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
531,531,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
532,532,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
533,533,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
534,534,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
535,535,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
536,536,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
537,537,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
538,538,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
539,539,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
540,540,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
541,541,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
542,542,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
543,543,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
544,544,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
545,545,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
546,546,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
547,547,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
548,548,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
549,549,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
550,550,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
551,551,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
552,552,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
553,553,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
554,554,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
555,555,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
556,556,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
557,557,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
558,558,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
559,559,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
560,560,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
561,561,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
562,562,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
563,563,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
564,564,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
565,565,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
566,566,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
567,567,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
568,568,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
569,569,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
570,570,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
571,571,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
572,572,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
573,573,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
574,574,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
575,575,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
576,576,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
577,577,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
578,578,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
579,579,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
580,580,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
581,581,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
582,582,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
583,583,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
584,584,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
585,585,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
586,586,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
587,587,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
588,588,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
589,589,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
590,590,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
591,591,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
592,592,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
593,593,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
594,594,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
595,595,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
596,596,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
597,597,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
598,598,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
599,599,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
600,600,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
601,601,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
602,602,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
603,603,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
604,604,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
605,605,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
606,606,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
607,607,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
608,608,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
609,609,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
610,610,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
611,611,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
612,612,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
613,613,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
614,614,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
615,615,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
616,616,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
617,617,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
618,618,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
619,619,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
620,620,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
621,621,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
622,622,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
623,623,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
624,624,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
625,625,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
626,626,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
627,627,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
628,628,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
629,629,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
630,630,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
631,631,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
632,632,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
633,633,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
634,634,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
635,635,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
636,636,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
637,637,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
638,638,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
639,639,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
